id,fiscal_service_id,document_code,document_name,is_mandatory,applies_to,file_types,max_size_mb,validity_months,display_order,created_at
RD-02036,T-472,T-472-DOC-2036,Documento 2036,True,both,"{pdf,jpg,png}",10,24,2036,2025-09-29T11:00:28.893598Z
RD-02037,T-472,T-472-DOC-2037,Documento 2037,True,both,"{pdf,jpg,png}",10,24,2037,2025-09-29T11:00:28.893598Z
RD-02038,T-472,T-472-DOC-2038,Documento 2038,True,both,"{pdf,jpg,png}",10,24,2038,2025-09-29T11:00:28.893598Z
RD-02039,T-472,T-472-DOC-2039,Documento 2039,True,both,"{pdf,jpg,png}",10,24,2039,2025-09-29T11:00:28.893598Z
RD-02040,T-472,T-472-DOC-2040,Documento 2040,True,both,"{pdf,jpg,png}",10,24,2040,2025-09-29T11:00:28.893598Z
RD-02041,T-473,T-473-DOC-2041,- Formulario oficial,True,both,"{pdf,jpg,png}",10,6,2041,2025-09-29T11:00:28.893598Z
RD-02042,T-473,T-473-DOC-2042,- Documento de identidad,True,both,"{jpg,png,pdf}",10,120,2042,2025-09-29T11:00:28.893598Z
RD-02043,T-473,T-473-DOC-2043,- Justificante de residencia,True,both,"{pdf,jpg,png}",10,24,2043,2025-09-29T11:00:28.893598Z
RD-02044,T-473,T-473-DOC-2044,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,2044,2025-09-29T11:00:28.893598Z
RD-02045,T-473,T-473-DOC-2045,- Documentación adicional según caso,True,both,"{pdf,jpg,png}",10,24,2045,2025-09-29T11:00:28.893598Z
RD-02046,T-473,T-473-DOC-2046,Documento 2046,True,both,"{pdf,jpg,png}",10,24,2046,2025-09-29T11:00:28.893598Z
RD-02047,T-473,T-473-DOC-2047,Documento 2047,True,both,"{pdf,jpg,png}",10,24,2047,2025-09-29T11:00:28.893598Z
RD-02048,T-473,T-473-DOC-2048,Documento 2048,True,both,"{pdf,jpg,png}",10,24,2048,2025-09-29T11:00:28.893598Z
RD-02049,T-473,T-473-DOC-2049,Documento 2049,True,both,"{pdf,jpg,png}",10,24,2049,2025-09-29T11:00:28.893598Z
RD-02050,T-473,T-473-DOC-2050,Documento 2050,True,both,"{pdf,jpg,png}",10,24,2050,2025-09-29T11:00:28.893598Z
RD-02051,T-473,T-473-DOC-2051,Documento 2051,True,both,"{pdf,jpg,png}",10,24,2051,2025-09-29T11:00:28.893598Z
RD-02052,T-473,T-473-DOC-2052,Documento 2052,True,both,"{pdf,jpg,png}",10,24,2052,2025-09-29T11:00:28.893598Z
RD-02053,T-473,T-473-DOC-2053,Documento 2053,True,both,"{pdf,jpg,png}",10,24,2053,2025-09-29T11:00:28.893598Z
RD-02054,T-473,T-473-DOC-2054,Documento 2054,True,both,"{pdf,jpg,png}",10,24,2054,2025-09-29T11:00:28.893598Z
RD-02055,T-473,T-473-DOC-2055,Documento 2055,True,both,"{pdf,jpg,png}",10,24,2055,2025-09-29T11:00:28.893598Z
RD-02056,T-474,T-474-DOC-2056,- Solicitud de examen,True,both,"{pdf,jpg,png}",10,6,2056,2025-09-29T11:00:28.893598Z
RD-02057,T-474,T-474-DOC-2057,- Documento de identidad,True,both,"{jpg,png,pdf}",10,120,2057,2025-09-29T11:00:28.893598Z
RD-02058,T-474,T-474-DOC-2058,- Certificado de formación,True,both,{pdf},10,12,2058,2025-09-29T11:00:28.893598Z
RD-02059,T-474,T-474-DOC-2059,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,2059,2025-09-29T11:00:28.893598Z
RD-02060,T-474,T-474-DOC-2060,- Certificado médico,True,both,{pdf},10,12,2060,2025-09-29T11:00:28.893598Z
RD-02061,T-474,T-474-DOC-2061,Documento 2061,True,both,"{pdf,jpg,png}",10,24,2061,2025-09-29T11:00:28.893598Z
RD-02062,T-474,T-474-DOC-2062,Documento 2062,True,both,"{pdf,jpg,png}",10,24,2062,2025-09-29T11:00:28.893598Z
RD-02063,T-474,T-474-DOC-2063,Documento 2063,True,both,"{pdf,jpg,png}",10,24,2063,2025-09-29T11:00:28.893598Z
RD-02064,T-474,T-474-DOC-2064,Documento 2064,True,both,"{pdf,jpg,png}",10,24,2064,2025-09-29T11:00:28.893598Z
RD-02065,T-474,T-474-DOC-2065,Documento 2065,True,both,"{pdf,jpg,png}",10,24,2065,2025-09-29T11:00:28.893598Z
RD-02066,T-474,T-474-DOC-2066,Documento 2066,True,both,"{pdf,jpg,png}",10,24,2066,2025-09-29T11:00:28.893598Z
RD-02067,T-474,T-474-DOC-2067,Documento 2067,True,both,"{pdf,jpg,png}",10,24,2067,2025-09-29T11:00:28.893598Z
RD-02068,T-474,T-474-DOC-2068,Documento 2068,True,both,"{pdf,jpg,png}",10,24,2068,2025-09-29T11:00:28.893598Z
RD-02069,T-474,T-474-DOC-2069,Documento 2069,True,both,"{pdf,jpg,png}",10,24,2069,2025-09-29T11:00:28.893598Z
RD-02070,T-474,T-474-DOC-2070,Documento 2070,True,both,"{pdf,jpg,png}",10,24,2070,2025-09-29T11:00:28.893598Z
RD-02071,T-475,T-475-DOC-2071,- Permiso caducado,True,both,"{pdf,jpg,png}",10,24,2071,2025-09-29T11:00:28.893598Z
RD-02072,T-475,T-475-DOC-2072,- Documento de identidad,True,both,"{jpg,png,pdf}",10,120,2072,2025-09-29T11:00:28.893598Z
RD-02073,T-475,T-475-DOC-2073,- Certificado médico vigente,True,both,{pdf},10,12,2073,2025-09-29T11:00:28.893598Z
RD-02074,T-475,T-475-DOC-2074,- Justificante de retraso,True,both,"{pdf,jpg,png}",10,24,2074,2025-09-29T11:00:28.893598Z
RD-02075,T-475,T-475-DOC-2075,- Comprobante de pago con recargo,True,both,"{pdf,jpg,png}",10,24,2075,2025-09-29T11:00:28.893598Z
RD-02076,T-475,T-475-DOC-2076,Documento 2076,True,both,"{pdf,jpg,png}",10,24,2076,2025-09-29T11:00:28.893598Z
RD-02077,T-475,T-475-DOC-2077,Documento 2077,True,both,"{pdf,jpg,png}",10,24,2077,2025-09-29T11:00:28.893598Z
RD-02078,T-475,T-475-DOC-2078,Documento 2078,True,both,"{pdf,jpg,png}",10,24,2078,2025-09-29T11:00:28.893598Z
RD-02079,T-475,T-475-DOC-2079,Documento 2079,True,both,"{pdf,jpg,png}",10,24,2079,2025-09-29T11:00:28.893598Z
RD-02080,T-475,T-475-DOC-2080,Documento 2080,True,both,"{pdf,jpg,png}",10,24,2080,2025-09-29T11:00:28.893598Z
RD-02081,T-475,T-475-DOC-2081,Documento 2081,True,both,"{pdf,jpg,png}",10,24,2081,2025-09-29T11:00:28.893598Z
RD-02082,T-475,T-475-DOC-2082,Documento 2082,True,both,"{pdf,jpg,png}",10,24,2082,2025-09-29T11:00:28.893598Z
RD-02083,T-475,T-475-DOC-2083,Documento 2083,True,both,"{pdf,jpg,png}",10,24,2083,2025-09-29T11:00:28.893598Z
RD-02084,T-475,T-475-DOC-2084,Documento 2084,True,both,"{pdf,jpg,png}",10,24,2084,2025-09-29T11:00:28.893598Z
RD-02085,T-475,T-475-DOC-2085,Documento 2085,True,both,"{pdf,jpg,png}",10,24,2085,2025-09-29T11:00:28.893598Z
RD-02086,T-476,T-476-DOC-2086,- Permiso caducado,True,both,"{pdf,jpg,png}",10,24,2086,2025-09-29T11:00:28.893598Z
RD-02087,T-476,T-476-DOC-2087,- Documento de identidad,True,both,"{jpg,png,pdf}",10,120,2087,2025-09-29T11:00:28.893598Z
RD-02088,T-476,T-476-DOC-2088,- Certificado médico vigente,True,both,{pdf},10,12,2088,2025-09-29T11:00:28.893598Z
RD-02089,T-476,T-476-DOC-2089,- Justificación del retraso,True,both,"{pdf,jpg,png}",10,24,2089,2025-09-29T11:00:28.893598Z
RD-02090,T-476,T-476-DOC-2090,- Comprobante de pago con recargo,True,both,"{pdf,jpg,png}",10,24,2090,2025-09-29T11:00:28.893598Z
RD-02091,T-476,T-476-DOC-2091,Documento 2091,True,both,"{pdf,jpg,png}",10,24,2091,2025-09-29T11:00:28.893598Z
RD-02092,T-476,T-476-DOC-2092,Documento 2092,True,both,"{pdf,jpg,png}",10,24,2092,2025-09-29T11:00:28.893598Z
RD-02093,T-476,T-476-DOC-2093,Documento 2093,True,both,"{pdf,jpg,png}",10,24,2093,2025-09-29T11:00:28.893598Z
RD-02094,T-476,T-476-DOC-2094,Documento 2094,True,both,"{pdf,jpg,png}",10,24,2094,2025-09-29T11:00:28.893598Z
RD-02095,T-476,T-476-DOC-2095,Documento 2095,True,both,"{pdf,jpg,png}",10,24,2095,2025-09-29T11:00:28.893598Z
RD-02096,T-476,T-476-DOC-2096,Documento 2096,True,both,"{pdf,jpg,png}",10,24,2096,2025-09-29T11:00:28.893598Z
RD-02097,T-476,T-476-DOC-2097,Documento 2097,True,both,"{pdf,jpg,png}",10,24,2097,2025-09-29T11:00:28.893598Z
RD-02098,T-476,T-476-DOC-2098,Documento 2098,True,both,"{pdf,jpg,png}",10,24,2098,2025-09-29T11:00:28.893598Z
RD-02099,T-476,T-476-DOC-2099,Documento 2099,True,both,"{pdf,jpg,png}",10,24,2099,2025-09-29T11:00:28.893598Z
RD-02100,T-476,T-476-DOC-2100,Documento 2100,True,both,"{pdf,jpg,png}",10,24,2100,2025-09-29T11:00:28.893598Z
RD-02101,T-477,T-477-DOC-2101,- Permiso original,True,both,"{pdf,jpg,png}",10,24,2101,2025-09-29T11:00:28.893598Z
RD-02102,T-477,T-477-DOC-2102,- Documento de identidad,True,both,"{jpg,png,pdf}",10,120,2102,2025-09-29T11:00:28.893598Z
RD-02103,T-477,T-477-DOC-2103,- Traducción oficial,True,both,"{pdf,jpg,png}",10,24,2103,2025-09-29T11:00:28.893598Z
RD-02104,T-477,T-477-DOC-2104,- Certificado de validez,True,both,{pdf},10,12,2104,2025-09-29T11:00:28.893598Z
RD-02105,T-477,T-477-DOC-2105,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,2105,2025-09-29T11:00:28.893598Z
RD-02106,T-477,T-477-DOC-2106,Documento 2106,True,both,"{pdf,jpg,png}",10,24,2106,2025-09-29T11:00:28.893598Z
RD-02107,T-477,T-477-DOC-2107,Documento 2107,True,both,"{pdf,jpg,png}",10,24,2107,2025-09-29T11:00:28.893598Z
RD-02108,T-477,T-477-DOC-2108,Documento 2108,True,both,"{pdf,jpg,png}",10,24,2108,2025-09-29T11:00:28.893598Z
RD-02109,T-477,T-477-DOC-2109,Documento 2109,True,both,"{pdf,jpg,png}",10,24,2109,2025-09-29T11:00:28.893598Z
RD-02110,T-477,T-477-DOC-2110,Documento 2110,True,both,"{pdf,jpg,png}",10,24,2110,2025-09-29T11:00:28.893598Z
RD-02111,T-477,T-477-DOC-2111,Documento 2111,True,both,"{pdf,jpg,png}",10,24,2111,2025-09-29T11:00:28.893598Z
RD-02112,T-477,T-477-DOC-2112,Documento 2112,True,both,"{pdf,jpg,png}",10,24,2112,2025-09-29T11:00:28.893598Z
RD-02113,T-477,T-477-DOC-2113,Documento 2113,True,both,"{pdf,jpg,png}",10,24,2113,2025-09-29T11:00:28.893598Z
RD-02114,T-477,T-477-DOC-2114,Documento 2114,True,both,"{pdf,jpg,png}",10,24,2114,2025-09-29T11:00:28.893598Z
RD-02115,T-477,T-477-DOC-2115,Documento 2115,True,both,"{pdf,jpg,png}",10,24,2115,2025-09-29T11:00:28.893598Z
RD-02116,T-478,T-478-DOC-2116,- Comprobante de domicilio,True,both,"{pdf,jpg,png}",10,24,2116,2025-09-29T11:00:28.893598Z
RD-02117,T-478,T-478-DOC-2117,- Documento de identidad,True,both,"{jpg,png,pdf}",10,120,2117,2025-09-29T11:00:28.893598Z
RD-02118,T-478,T-478-DOC-2118,- Permiso actual,True,both,"{pdf,jpg,png}",10,24,2118,2025-09-29T11:00:28.893598Z
RD-02119,T-478,T-478-DOC-2119,- Formulario de cambio,True,both,"{pdf,jpg,png}",10,6,2119,2025-09-29T11:00:28.893598Z
RD-02120,T-478,T-478-DOC-2120,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,2120,2025-09-29T11:00:28.893598Z
RD-02121,T-478,T-478-DOC-2121,Documento 2121,True,both,"{pdf,jpg,png}",10,24,2121,2025-09-29T11:00:28.893598Z
RD-02122,T-478,T-478-DOC-2122,Documento 2122,True,both,"{pdf,jpg,png}",10,24,2122,2025-09-29T11:00:28.893598Z
RD-02123,T-478,T-478-DOC-2123,Documento 2123,True,both,"{pdf,jpg,png}",10,24,2123,2025-09-29T11:00:28.893598Z
RD-02124,T-478,T-478-DOC-2124,Documento 2124,True,both,"{pdf,jpg,png}",10,24,2124,2025-09-29T11:00:28.893598Z
RD-02125,T-478,T-478-DOC-2125,Documento 2125,True,both,"{pdf,jpg,png}",10,24,2125,2025-09-29T11:00:28.893598Z
RD-02126,T-478,T-478-DOC-2126,Documento 2126,True,both,"{pdf,jpg,png}",10,24,2126,2025-09-29T11:00:28.893598Z
RD-02127,T-478,T-478-DOC-2127,Documento 2127,True,both,"{pdf,jpg,png}",10,24,2127,2025-09-29T11:00:28.893598Z
RD-02128,T-478,T-478-DOC-2128,Documento 2128,True,both,"{pdf,jpg,png}",10,24,2128,2025-09-29T11:00:28.893598Z
RD-02129,T-478,T-478-DOC-2129,Documento 2129,True,both,"{pdf,jpg,png}",10,24,2129,2025-09-29T11:00:28.893598Z
RD-02130,T-478,T-478-DOC-2130,Documento 2130,True,both,"{pdf,jpg,png}",10,24,2130,2025-09-29T11:00:28.893598Z
RD-02131,T-479,T-479-DOC-2131,- Permiso original,True,both,"{pdf,jpg,png}",10,24,2131,2025-09-29T11:00:28.893598Z
RD-02132,T-479,T-479-DOC-2132,- Documento de identidad,True,both,"{jpg,png,pdf}",10,120,2132,2025-09-29T11:00:28.893598Z
RD-02133,T-479,T-479-DOC-2133,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,2133,2025-09-29T11:00:28.893598Z
RD-02134,T-479,T-479-DOC-2134,- Motivo de la certificación,True,both,"{pdf,jpg,png}",10,24,2134,2025-09-29T11:00:28.893598Z
RD-02135,T-479,T-479-DOC-2135,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,2135,2025-09-29T11:00:28.893598Z
RD-02136,T-479,T-479-DOC-2136,Documento 2136,True,both,"{pdf,jpg,png}",10,24,2136,2025-09-29T11:00:28.893598Z
RD-02137,T-479,T-479-DOC-2137,Documento 2137,True,both,"{pdf,jpg,png}",10,24,2137,2025-09-29T11:00:28.893598Z
RD-02138,T-479,T-479-DOC-2138,Documento 2138,True,both,"{pdf,jpg,png}",10,24,2138,2025-09-29T11:00:28.893598Z
RD-02139,T-479,T-479-DOC-2139,Documento 2139,True,both,"{pdf,jpg,png}",10,24,2139,2025-09-29T11:00:28.893598Z
RD-02140,T-479,T-479-DOC-2140,Documento 2140,True,both,"{pdf,jpg,png}",10,24,2140,2025-09-29T11:00:28.893598Z
RD-02141,T-479,T-479-DOC-2141,Documento 2141,True,both,"{pdf,jpg,png}",10,24,2141,2025-09-29T11:00:28.893598Z
RD-02142,T-479,T-479-DOC-2142,Documento 2142,True,both,"{pdf,jpg,png}",10,24,2142,2025-09-29T11:00:28.893598Z
RD-02143,T-479,T-479-DOC-2143,Documento 2143,True,both,"{pdf,jpg,png}",10,24,2143,2025-09-29T11:00:28.893598Z
RD-02144,T-479,T-479-DOC-2144,Documento 2144,True,both,"{pdf,jpg,png}",10,24,2144,2025-09-29T11:00:28.893598Z
RD-02145,T-479,T-479-DOC-2145,Documento 2145,True,both,"{pdf,jpg,png}",10,24,2145,2025-09-29T11:00:28.893598Z
RD-02146,T-480,T-480-DOC-2146,- Documento de identidad,True,both,"{jpg,png,pdf}",10,120,2146,2025-09-29T11:00:28.893598Z
RD-02147,T-480,T-480-DOC-2147,- Historial de conducción,True,both,"{pdf,jpg,png}",10,24,2147,2025-09-29T11:00:28.893598Z
RD-02148,T-480,T-480-DOC-2148,- Registro de infracciones,True,both,"{pdf,jpg,png}",10,24,2148,2025-09-29T11:00:28.893598Z
RD-02149,T-480,T-480-DOC-2149,- Certificado de residencia,True,both,{pdf},10,12,2149,2025-09-29T11:00:28.893598Z
RD-02150,T-480,T-480-DOC-2150,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,2150,2025-09-29T11:00:28.893598Z
RD-02151,T-480,T-480-DOC-2151,Documento 2151,True,both,"{pdf,jpg,png}",10,24,2151,2025-09-29T11:00:28.893598Z
RD-02152,T-480,T-480-DOC-2152,Documento 2152,True,both,"{pdf,jpg,png}",10,24,2152,2025-09-29T11:00:28.893598Z
RD-02153,T-480,T-480-DOC-2153,Documento 2153,True,both,"{pdf,jpg,png}",10,24,2153,2025-09-29T11:00:28.893598Z
RD-02154,T-480,T-480-DOC-2154,Documento 2154,True,both,"{pdf,jpg,png}",10,24,2154,2025-09-29T11:00:28.893598Z
RD-02155,T-480,T-480-DOC-2155,Documento 2155,True,both,"{pdf,jpg,png}",10,24,2155,2025-09-29T11:00:28.893598Z
RD-02156,T-480,T-480-DOC-2156,Documento 2156,True,both,"{pdf,jpg,png}",10,24,2156,2025-09-29T11:00:28.893598Z
RD-02157,T-480,T-480-DOC-2157,Documento 2157,True,both,"{pdf,jpg,png}",10,24,2157,2025-09-29T11:00:28.893598Z
RD-02158,T-480,T-480-DOC-2158,Documento 2158,True,both,"{pdf,jpg,png}",10,24,2158,2025-09-29T11:00:28.893598Z
RD-02159,T-480,T-480-DOC-2159,Documento 2159,True,both,"{pdf,jpg,png}",10,24,2159,2025-09-29T11:00:28.893598Z
RD-02160,T-480,T-480-DOC-2160,Documento 2160,True,both,"{pdf,jpg,png}",10,24,2160,2025-09-29T11:00:28.893598Z
RD-02161,T-481,T-481-DOC-2161,- Título de propiedad,True,both,"{pdf,jpg,png}",10,24,2161,2025-09-29T11:00:28.893598Z
RD-02162,T-481,T-481-DOC-2162,- Plano del terreno,True,both,"{pdf,jpg,png}",10,24,2162,2025-09-29T11:00:28.893598Z
RD-02163,T-481,T-481-DOC-2163,- Solicitud de medición,True,both,"{pdf,jpg,png}",10,6,2163,2025-09-29T11:00:28.893598Z
RD-02164,T-481,T-481-DOC-2164,- Identificación del propietario,True,both,"{jpg,png,pdf}",10,120,2164,2025-09-29T11:00:28.893598Z
RD-02165,T-481,T-481-DOC-2165,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,2165,2025-09-29T11:00:28.893598Z
RD-02166,T-481,T-481-DOC-2166,Documento 2166,True,both,"{pdf,jpg,png}",10,24,2166,2025-09-29T11:00:28.893598Z
RD-02167,T-481,T-481-DOC-2167,Documento 2167,True,both,"{pdf,jpg,png}",10,24,2167,2025-09-29T11:00:28.893598Z
RD-02168,T-481,T-481-DOC-2168,Documento 2168,True,both,"{pdf,jpg,png}",10,24,2168,2025-09-29T11:00:28.893598Z
RD-02169,T-481,T-481-DOC-2169,Documento 2169,True,both,"{pdf,jpg,png}",10,24,2169,2025-09-29T11:00:28.893598Z
RD-02170,T-481,T-481-DOC-2170,Documento 2170,True,both,"{pdf,jpg,png}",10,24,2170,2025-09-29T11:00:28.893598Z
RD-02171,T-481,T-481-DOC-2171,Documento 2171,True,both,"{pdf,jpg,png}",10,24,2171,2025-09-29T11:00:28.893598Z
RD-02172,T-481,T-481-DOC-2172,Documento 2172,True,both,"{pdf,jpg,png}",10,24,2172,2025-09-29T11:00:28.893598Z
RD-02173,T-481,T-481-DOC-2173,Documento 2173,True,both,"{pdf,jpg,png}",10,24,2173,2025-09-29T11:00:28.893598Z
RD-02174,T-481,T-481-DOC-2174,Documento 2174,True,both,"{pdf,jpg,png}",10,24,2174,2025-09-29T11:00:28.893598Z
RD-02175,T-481,T-481-DOC-2175,Documento 2175,True,both,"{pdf,jpg,png}",10,24,2175,2025-09-29T11:00:28.893598Z
RD-02176,T-482,T-482-DOC-2176,- Documento de identidad,True,both,"{jpg,png,pdf}",10,120,2176,2025-09-29T11:00:28.893598Z
RD-02177,T-482,T-482-DOC-2177,- Formulario de solicitud,True,both,"{pdf,jpg,png}",10,6,2177,2025-09-29T11:00:28.893598Z
RD-02178,T-482,T-482-DOC-2178,- Fotografías recientes,True,both,"{pdf,jpg,png}",10,24,2178,2025-09-29T11:00:28.893598Z
RD-02179,T-482,T-482-DOC-2179,- Huellas dactilares,True,both,"{pdf,jpg,png}",10,24,2179,2025-09-29T11:00:28.893598Z
RD-02180,T-482,T-482-DOC-2180,- Comprobante de pago,True,both,"{pdf,jpg,png}",10,24,2180,2025-09-29T11:00:28.893598Z
RD-02181,T-482,T-482-DOC-2181,Documento 2181,True,both,"{pdf,jpg,png}",10,24,2181,2025-09-29T11:00:28.893598Z
RD-02182,T-482,T-482-DOC-2182,Documento 2182,True,both,"{pdf,jpg,png}",10,24,2182,2025-09-29T11:00:28.893598Z
RD-02183,T-482,T-482-DOC-2183,Documento 2183,True,both,"{pdf,jpg,png}",10,24,2183,2025-09-29T11:00:28.893598Z
RD-02184,T-482,T-482-DOC-2184,Documento 2184,True,both,"{pdf,jpg,png}",10,24,2184,2025-09-29T11:00:28.893598Z
RD-02185,T-482,T-482-DOC-2185,Documento 2185,True,both,"{pdf,jpg,png}",10,24,2185,2025-09-29T11:00:28.893598Z
RD-02186,T-482,T-482-DOC-2186,Documento 2186,True,both,"{pdf,jpg,png}",10,24,2186,2025-09-29T11:00:28.893598Z
RD-02187,T-482,T-482-DOC-2187,Documento 2187,True,both,"{pdf,jpg,png}",10,24,2187,2025-09-29T11:00:28.893598Z
RD-02188,T-482,T-482-DOC-2188,Documento 2188,True,both,"{pdf,jpg,png}",10,24,2188,2025-09-29T11:00:28.893598Z
RD-02189,T-482,T-482-DOC-2189,Documento 2189,True,both,"{pdf,jpg,png}",10,24,2189,2025-09-29T11:00:28.893598Z
RD-02190,T-482,T-482-DOC-2190,Documento 2190,True,both,"{pdf,jpg,png}",10,24,2190,2025-09-29T11:00:28.893598Z
RD-02191,T-483,T-483-DOC-2191,- Estatutos de la asociación,True,both,"{pdf,jpg,png}",10,24,2191,2025-09-29T11:00:28.893598Z
RD-02192,T-483,T-483-DOC-2192,- Registro de miembros,True,both,"{pdf,jpg,png}",10,24,2192,2025-09-29T11:00:28.893598Z
RD-02193,T-483,T-483-DOC-2193,- Licencias de vehículos,True,both,"{pdf,jpg,png}",10,24,2193,2025-09-29T11:00:28.893598Z
RD-02194,T-483,T-483-DOC-2194,- Plan de operaciones,True,both,"{pdf,jpg,png}",10,24,2194,2025-09-29T11:00:28.893598Z
RD-02195,T-483,T-483-DOC-2195,- Seguro colectivo,True,both,"{pdf,jpg,png}",10,24,2195,2025-09-29T11:00:28.893598Z
RD-02196,T-483,T-483-DOC-2196,Documento 2196,True,both,"{pdf,jpg,png}",10,24,2196,2025-09-29T11:00:28.893598Z
RD-02197,T-483,T-483-DOC-2197,Documento 2197,True,both,"{pdf,jpg,png}",10,24,2197,2025-09-29T11:00:28.893598Z
RD-02198,T-483,T-483-DOC-2198,Documento 2198,True,both,"{pdf,jpg,png}",10,24,2198,2025-09-29T11:00:28.893598Z
RD-02199,T-483,T-483-DOC-2199,Documento 2199,True,both,"{pdf,jpg,png}",10,24,2199,2025-09-29T11:00:28.893598Z
RD-02200,T-483,T-483-DOC-2200,Documento 2200,True,both,"{pdf,jpg,png}",10,24,2200,2025-09-29T11:00:28.893598Z
RD-02201,T-483,T-483-DOC-2201,Documento 2201,True,both,"{pdf,jpg,png}",10,24,2201,2025-09-29T11:00:28.893598Z
RD-02202,T-483,T-483-DOC-2202,Documento 2202,True,both,"{pdf,jpg,png}",10,24,2202,2025-09-29T11:00:28.893598Z
RD-02203,T-483,T-483-DOC-2203,Documento 2203,True,both,"{pdf,jpg,png}",10,24,2203,2025-09-29T11:00:28.893598Z
RD-02204,T-483,T-483-DOC-2204,Documento 2204,True,both,"{pdf,jpg,png}",10,24,2204,2025-09-29T11:00:28.893598Z
RD-02205,T-483,T-483-DOC-2205,Documento 2205,True,both,"{pdf,jpg,png}",10,24,2205,2025-09-29T11:00:28.893598Z
RD-02206,T-484,T-484-DOC-2206,- Licencia industrial,True,both,"{pdf,jpg,png}",10,24,2206,2025-09-29T11:00:28.893598Z
RD-02207,T-484,T-484-DOC-2207,- Planos de instalación,True,both,"{pdf,jpg,png}",10,24,2207,2025-09-29T11:00:28.893598Z
RD-02208,T-484,T-484-DOC-2208,- Certificados de seguridad,True,both,{pdf},10,12,2208,2025-09-29T11:00:28.893598Z
RD-02209,T-484,T-484-DOC-2209,- Estudio ambiental,True,both,"{pdf,jpg,png}",10,24,2209,2025-09-29T11:00:28.893598Z
RD-02210,T-484,T-484-DOC-2210,- Registro mercantil,True,both,"{pdf,jpg,png}",10,24,2210,2025-09-29T11:00:28.893598Z
RD-02211,T-484,T-484-DOC-2211,Documento 2211,True,both,"{pdf,jpg,png}",10,24,2211,2025-09-29T11:00:28.893598Z
RD-02212,T-484,T-484-DOC-2212,Documento 2212,True,both,"{pdf,jpg,png}",10,24,2212,2025-09-29T11:00:28.893598Z
RD-02213,T-484,T-484-DOC-2213,Documento 2213,True,both,"{pdf,jpg,png}",10,24,2213,2025-09-29T11:00:28.893598Z
RD-02214,T-484,T-484-DOC-2214,Documento 2214,True,both,"{pdf,jpg,png}",10,24,2214,2025-09-29T11:00:28.893598Z
RD-02215,T-484,T-484-DOC-2215,Documento 2215,True,both,"{pdf,jpg,png}",10,24,2215,2025-09-29T11:00:28.893598Z
RD-02216,T-484,T-484-DOC-2216,Documento 2216,True,both,"{pdf,jpg,png}",10,24,2216,2025-09-29T11:00:28.893598Z
RD-02217,T-484,T-484-DOC-2217,Documento 2217,True,both,"{pdf,jpg,png}",10,24,2217,2025-09-29T11:00:28.893598Z
RD-02218,T-484,T-484-DOC-2218,Documento 2218,True,both,"{pdf,jpg,png}",10,24,2218,2025-09-29T11:00:28.893598Z
RD-02219,T-484,T-484-DOC-2219,Documento 2219,True,both,"{pdf,jpg,png}",10,24,2219,2025-09-29T11:00:28.893598Z
RD-02220,T-484,T-484-DOC-2220,Documento 2220,True,both,"{pdf,jpg,png}",10,24,2220,2025-09-29T11:00:28.893598Z
RD-02221,T-485,T-485-DOC-2221,- Licencia comercial,True,both,"{pdf,jpg,png}",10,24,2221,2025-09-29T11:00:28.893598Z
RD-02222,T-485,T-485-DOC-2222,- Certificado sanitario,True,both,{pdf},10,12,2222,2025-09-29T11:00:28.893598Z
RD-02223,T-485,T-485-DOC-2223,- Plan de instalaciones,True,both,"{pdf,jpg,png}",10,24,2223,2025-09-29T11:00:28.893598Z
RD-02224,T-485,T-485-DOC-2224,- Registro de proveedor,True,both,"{pdf,jpg,png}",10,24,2224,2025-09-29T11:00:28.893598Z
RD-02225,T-485,T-485-DOC-2225,- Sistema de refrigeración,True,both,"{pdf,jpg,png}",10,24,2225,2025-09-29T11:00:28.893598Z
RD-02226,T-485,T-485-DOC-2226,Documento 2226,True,both,"{pdf,jpg,png}",10,24,2226,2025-09-29T11:00:28.893598Z
RD-02227,T-485,T-485-DOC-2227,Documento 2227,True,both,"{pdf,jpg,png}",10,24,2227,2025-09-29T11:00:28.893598Z
RD-02228,T-485,T-485-DOC-2228,Documento 2228,True,both,"{pdf,jpg,png}",10,24,2228,2025-09-29T11:00:28.893598Z
RD-02229,T-485,T-485-DOC-2229,Documento 2229,True,both,"{pdf,jpg,png}",10,24,2229,2025-09-29T11:00:28.893598Z
RD-02230,T-485,T-485-DOC-2230,Documento 2230,True,both,"{pdf,jpg,png}",10,24,2230,2025-09-29T11:00:28.893598Z
RD-02231,T-485,T-485-DOC-2231,Documento 2231,True,both,"{pdf,jpg,png}",10,24,2231,2025-09-29T11:00:28.893598Z
RD-02232,T-485,T-485-DOC-2232,Documento 2232,True,both,"{pdf,jpg,png}",10,24,2232,2025-09-29T11:00:28.893598Z
